id_Participantes;;id_Acidente;;pessoas;;mortos;;feridos_leves;;feridos_graves;;ilesos;;ignorados;;feridos;;veiculos;;;
3377;,;3377;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3378;,;3378;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;2;");";;
3379;,;3379;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3380;,;3380;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
3381;,;3381;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3382;,;3382;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3383;,;3383;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3384;,;3384;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
3385;,;3385;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3386;,;3386;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3387;,;3387;,;3;,;2;,;0;,;1;,;0;,;0;,;1;,;1;");";;
3388;,;3388;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3389;,;3389;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
3390;,;3390;,;4;,;0;,;0;,;1;,;2;,;1;,;1;,;2;");";;
3391;,;3391;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;
3392;,;3392;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;1;");";;
3393;,;3393;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
3394;,;3394;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3395;,;3395;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3396;,;3396;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3397;,;3397;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3398;,;3398;,;6;,;1;,;5;,;0;,;0;,;0;,;5;,;1;");";;
3399;,;3399;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3400;,;3400;,;5;,;0;,;4;,;0;,;1;,;0;,;4;,;2;");";;
3401;,;3401;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3402;,;3402;,;2;,;1;,;0;,;0;,;0;,;1;,;0;,;1;");";;
3403;,;3403;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3404;,;3404;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3405;,;3405;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3406;,;3406;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
3407;,;3407;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
3408;,;3408;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3409;,;3409;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3410;,;3410;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
3411;,;3411;,;5;,;0;,;1;,;2;,;0;,;2;,;3;,;1;");";;
3412;,;3412;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3413;,;3413;,;5;,;0;,;0;,;1;,;2;,;2;,;1;,;5;");";;
3414;,;3414;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3415;,;3415;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3416;,;3416;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3417;,;3417;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3418;,;3418;,;5;,;0;,;0;,;0;,;5;,;0;,;0;,;1;");";;
3419;,;3419;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3420;,;3420;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;2;");";;
3421;,;3421;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;2;");";;
3422;,;3422;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3423;,;3423;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3424;,;3424;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3425;,;3425;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
3426;,;3426;,;4;,;0;,;1;,;0;,;1;,;2;,;1;,;2;");";;
3427;,;3427;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3428;,;3428;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3429;,;3429;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
3430;,;3430;,;4;,;0;,;0;,;1;,;3;,;0;,;1;,;1;");";;
3431;,;3431;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;1;");";;
3432;,;3432;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3433;,;3433;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3434;,;3434;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3435;,;3435;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
3436;,;3436;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3437;,;3437;,;4;,;0;,;1;,;3;,;0;,;0;,;4;,;1;");";;
3438;,;3438;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3439;,;3439;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;1;");";;
3440;,;3440;,;3;,;0;,;0;,;3;,;0;,;0;,;3;,;2;");";;
3441;,;3441;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3442;,;3442;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3443;,;3443;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3444;,;3444;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3445;,;3445;,;5;,;0;,;3;,;2;,;0;,;0;,;5;,;1;");";;
3446;,;3446;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3447;,;3447;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;2;");";;
3448;,;3448;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3449;,;3449;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3450;,;3450;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3451;,;3451;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;1;");";;
3452;,;3452;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
3453;,;3453;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3454;,;3454;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3455;,;3455;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3456;,;3456;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3457;,;3457;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
3458;,;3458;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3459;,;3459;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3460;,;3460;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;1;");";;
3461;,;3461;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3462;,;3462;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3463;,;3463;,;3;,;0;,;0;,;3;,;0;,;0;,;3;,;1;");";;
3464;,;3464;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3465;,;3465;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3466;,;3466;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3467;,;3467;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3468;,;3468;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;1;");";;
3469;,;3469;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3470;,;3470;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
3471;,;3471;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3472;,;3472;,;3;,;0;,;2;,;0;,;0;,;1;,;2;,;1;");";;
3473;,;3473;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
3474;,;3474;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3475;,;3475;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
3476;,;3476;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3477;,;3477;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3478;,;3478;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3479;,;3479;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3480;,;3480;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;1;");";;
3481;,;3481;,;4;,;0;,;1;,;1;,;2;,;0;,;2;,;2;");";;
3482;,;3482;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;2;");";;
3483;,;3483;,;5;,;0;,;4;,;1;,;0;,;0;,;5;,;2;");";;
3484;,;3484;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3485;,;3485;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3486;,;3486;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;2;");";;
3487;,;3487;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3488;,;3488;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
3489;,;3489;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3490;,;3490;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;3;");";;
3491;,;3491;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3492;,;3492;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3493;,;3493;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
3494;,;3494;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3495;,;3495;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
3496;,;3496;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
3497;,;3497;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3498;,;3498;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3499;,;3499;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3500;,;3500;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3501;,;3501;,;4;,;0;,;1;,;1;,;1;,;1;,;2;,;3;");";;
3502;,;3502;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
3503;,;3503;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3504;,;3504;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;3;");";;
3505;,;3505;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;
3506;,;3506;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3507;,;3507;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3508;,;3508;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
3509;,;3509;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
3510;,;3510;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3511;,;3511;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3512;,;3512;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3513;,;3513;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
3514;,;3514;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3515;,;3515;,;3;,;0;,;1;,;1;,;0;,;1;,;2;,;1;");";;
3516;,;3516;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
3517;,;3517;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
3518;,;3518;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3519;,;3519;,;8;,;2;,;0;,;5;,;0;,;1;,;5;,;2;");";;
3520;,;3520;,;2;,;0;,;0;,;0;,;0;,;2;,;0;,;1;");";;
3521;,;3521;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3522;,;3522;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
3523;,;3523;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3524;,;3524;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
3525;,;3525;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3526;,;3526;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
3527;,;3527;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3528;,;3528;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3529;,;3529;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3530;,;3530;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
3531;,;3531;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3532;,;3532;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3533;,;3533;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3534;,;3534;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;3;");";;
3535;,;3535;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3536;,;3536;,;4;,;0;,;4;,;0;,;0;,;0;,;4;,;2;");";;
3537;,;3537;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3538;,;3538;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3539;,;3539;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3540;,;3540;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3541;,;3541;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3542;,;3542;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;
3543;,;3543;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3544;,;3544;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;1;");";;
3545;,;3545;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
3546;,;3546;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3547;,;3547;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3548;,;3548;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3549;,;3549;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3550;,;3550;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3551;,;3551;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3552;,;3552;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3553;,;3553;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;
3554;,;3554;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;
3555;,;3555;,;8;,;0;,;0;,;0;,;8;,;0;,;0;,;2;");";;
3556;,;3556;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;2;");";;
3557;,;3557;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;1;");";;
3558;,;3558;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3559;,;3559;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3560;,;3560;,;7;,;0;,;0;,;5;,;2;,;0;,;5;,;2;");";;
3561;,;3561;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3562;,;3562;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
3563;,;3563;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;2;");";;
3564;,;3564;,;2;,;0;,;0;,;1;,;0;,;1;,;1;,;1;");";;
3565;,;3565;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3566;,;3566;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;
3567;,;3567;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3568;,;3568;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3569;,;3569;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3570;,;3570;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3571;,;3571;,;4;,;0;,;0;,;0;,;3;,;1;,;0;,;2;");";;
3572;,;3572;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;2;");";;
3573;,;3573;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3574;,;3574;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3575;,;3575;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3576;,;3576;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;1;");";;
3577;,;3577;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3578;,;3578;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
3579;,;3579;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3580;,;3580;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3581;,;3581;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3582;,;3582;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
3583;,;3583;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3584;,;3584;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3585;,;3585;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3586;,;3586;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3587;,;3587;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
3588;,;3588;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3589;,;3589;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
3590;,;3590;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3591;,;3591;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3592;,;3592;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3593;,;3593;,;3;,;0;,;1;,;2;,;0;,;0;,;3;,;1;");";;
3594;,;3594;,;3;,;0;,;2;,;1;,;0;,;0;,;3;,;1;");";;
3595;,;3595;,;3;,;0;,;2;,;1;,;0;,;0;,;3;,;2;");";;
3596;,;3596;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3597;,;3597;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3598;,;3598;,;4;,;0;,;0;,;2;,;0;,;2;,;2;,;1;");";;
3599;,;3599;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
3600;,;3600;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
3601;,;3601;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3602;,;3602;,;5;,;1;,;0;,;0;,;0;,;4;,;0;,;2;");";;
3603;,;3603;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
3604;,;3604;,;2;,;0;,;0;,;2;,;0;,;0;,;2;,;2;");";;
3605;,;3605;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;2;");";;
3606;,;3606;,;3;,;0;,;1;,;1;,;0;,;1;,;2;,;1;");";;
3607;,;3607;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;
3608;,;3608;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;3;");";;
3609;,;3609;,;4;,;0;,;4;,;0;,;0;,;0;,;4;,;1;");";;
3610;,;3610;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
3611;,;3611;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
3612;,;3612;,;2;,;0;,;0;,;2;,;0;,;0;,;2;,;2;");";;
3613;,;3613;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3614;,;3614;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3615;,;3615;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;
3616;,;3616;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3617;,;3617;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3618;,;3618;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3619;,;3619;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
3620;,;3620;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;2;");";;
3621;,;3621;,;6;,;0;,;5;,;0;,;1;,;0;,;5;,;1;");";;
3622;,;3622;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3623;,;3623;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3624;,;3624;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3625;,;3625;,;7;,;0;,;1;,;1;,;5;,;0;,;2;,;2;");";;
3626;,;3626;,;4;,;0;,;3;,;0;,;1;,;0;,;3;,;2;");";;
3627;,;3627;,;6;,;1;,;4;,;0;,;0;,;1;,;4;,;2;");";;
3628;,;3628;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3629;,;3629;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3630;,;3630;,;8;,;1;,;5;,;0;,;1;,;1;,;5;,;2;");";;
3631;,;3631;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3632;,;3632;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3633;,;3633;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;2;");";;
3634;,;3634;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3635;,;3635;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3636;,;3636;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;
3637;,;3637;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3638;,;3638;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
3639;,;3639;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;2;");";;
3640;,;3640;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3641;,;3641;,;6;,;0;,;2;,;0;,;4;,;0;,;2;,;3;");";;
3642;,;3642;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;1;");";;
3643;,;3643;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3644;,;3644;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3645;,;3645;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3646;,;3646;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3647;,;3647;,;2;,;1;,;1;,;0;,;0;,;0;,;1;,;2;");";;
3648;,;3648;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3649;,;3649;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3650;,;3650;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3651;,;3651;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3652;,;3652;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3653;,;3653;,;4;,;0;,;1;,;0;,;2;,;1;,;1;,;3;");";;
3654;,;3654;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3655;,;3655;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3656;,;3656;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3657;,;3657;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3658;,;3658;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
3659;,;3659;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;2;");";;
3660;,;3660;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
3661;,;3661;,;3;,;0;,;0;,;1;,;0;,;2;,;1;,;1;");";;
3662;,;3662;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
3663;,;3663;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3664;,;3664;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
3665;,;3665;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3666;,;3666;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
3667;,;3667;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;4;");";;
3668;,;3668;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
3669;,;3669;,;5;,;0;,;4;,;0;,;1;,;0;,;4;,;2;");";;
3670;,;3670;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3671;,;3671;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3672;,;3672;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
3673;,;3673;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
3674;,;3674;,;3;,;1;,;1;,;1;,;0;,;0;,;2;,;2;");";;
3675;,;3675;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
3676;,;3676;,;6;,;0;,;4;,;2;,;0;,;0;,;6;,;2;");";;
3677;,;3677;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
3678;,;3678;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;1;");";;
3679;,;3679;,;6;,;0;,;1;,;0;,;5;,;0;,;1;,;2;");";;
3680;,;3680;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
3681;,;3681;,;5;,;4;,;0;,;1;,;0;,;0;,;1;,;1;");";;
3682;,;3682;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;1;");";;
3683;,;3683;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
3684;,;3684;,;3;,;0;,;0;,;3;,;0;,;0;,;3;,;1;");";;
3685;,;3685;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
3686;,;3686;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
3687;,;3687;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
3688;,;3688;,;7;,;0;,;4;,;1;,;0;,;2;,;5;,;1;");";;
3689;,;3689;,;6;,;0;,;0;,;6;,;0;,;0;,;6;,;2;");";;
3690;,;3690;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
3691;,;3691;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
3692;,;3692;,;6;,;0;,;1;,;2;,;3;,;0;,;3;,;2;");";;
