id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;
2847;,;2847;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
2848;,;2848;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2849;,;2849;,';Nevoeiro/Neblina;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');"
2850;,;2850;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2851;,;2851;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2852;,;2852;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2853;,;2853;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2854;,;2854;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2855;,;2855;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2856;,;2856;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2857;,;2857;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2858;,;2858;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2859;,;2859;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2860;,;2860;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2861;,;2861;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
2862;,;2862;,';Céu Claro;',';Crescente;',';Dupla;',';Ponte;',';Pleno dia;"');"
2863;,;2863;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2864;,;2864;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2865;,;2865;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2866;,;2866;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2867;,;2867;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2868;,;2868;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2869;,;2869;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2870;,;2870;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2871;,;2871;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2872;,;2872;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
2873;,;2873;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2874;,;2874;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
2875;,;2875;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2876;,;2876;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
2877;,;2877;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
2878;,;2878;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2879;,;2879;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2880;,;2880;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2881;,;2881;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2882;,;2882;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2883;,;2883;,';Nublado;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
2884;,;2884;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2885;,;2885;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2886;,;2886;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2887;,;2887;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2888;,;2888;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2889;,;2889;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2890;,;2890;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
2891;,;2891;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2892;,;2892;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2893;,;2893;,';Ignorado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2894;,;2894;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');"
2895;,;2895;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2896;,;2896;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
2897;,;2897;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Interseção de vias;',';Amanhecer;"');"
2898;,;2898;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2899;,;2899;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2900;,;2900;,';Nublado;',';Crescente;',';Simples;',';Ponte;',';Anoitecer;"');"
2901;,;2901;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2902;,;2902;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2903;,;2903;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2904;,;2904;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2905;,;2905;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
2906;,;2906;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2907;,;2907;,';Nublado;',';Decrescente;',';Múltipla;',';Curva;',';Plena Noite;"');"
2908;,;2908;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2909;,;2909;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');"
2910;,;2910;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2911;,;2911;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2912;,;2912;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2913;,;2913;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2914;,;2914;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2915;,;2915;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2916;,;2916;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2917;,;2917;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
2918;,;2918;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2919;,;2919;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2920;,;2920;,';Nevoeiro/Neblina;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2921;,;2921;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2922;,;2922;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2923;,;2923;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2924;,;2924;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2925;,;2925;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2926;,;2926;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2927;,;2927;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2928;,;2928;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2929;,;2929;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2930;,;2930;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2931;,;2931;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2932;,;2932;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2933;,;2933;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2934;,;2934;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2935;,;2935;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2936;,;2936;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2937;,;2937;,';Céu Claro;',';Decrescente;',';Simples;',';Ponte;',';Plena Noite;"');"
2938;,;2938;,';Nublado;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Plena Noite;"');"
2939;,;2939;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2940;,;2940;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2941;,;2941;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2942;,;2942;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2943;,;2943;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
2944;,;2944;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2945;,;2945;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2946;,;2946;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
2947;,;2947;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2948;,;2948;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2949;,;2949;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2950;,;2950;,';Nublado;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2951;,;2951;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2952;,;2952;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2953;,;2953;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2954;,;2954;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
2955;,;2955;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2956;,;2956;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2957;,;2957;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2958;,;2958;,';Nublado;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
2959;,;2959;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2960;,;2960;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');"
2961;,;2961;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2962;,;2962;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2963;,;2963;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2964;,;2964;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2965;,;2965;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2966;,;2966;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2967;,;2967;,';Nublado;',';Decrescente;',';Simples;',';Rotatória;',';Amanhecer;"');"
2968;,;2968;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2969;,;2969;,';Chuva;',';Decrescente;',';Múltipla;',';Curva;',';Pleno dia;"');"
2970;,;2970;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2971;,;2971;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
2972;,;2972;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
2973;,;2973;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2974;,;2974;,';Céu Claro;',';Decrescente;',';Múltipla;',';Curva;',';Pleno dia;"');"
2975;,;2975;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2976;,;2976;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Pleno dia;"');"
2977;,;2977;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2978;,;2978;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
2979;,;2979;,';Nublado;',';Crescente;',';Dupla;',';Viaduto;',';Plena Noite;"');"
2980;,;2980;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2981;,;2981;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2982;,;2982;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
2983;,;2983;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2984;,;2984;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2985;,;2985;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2986;,;2986;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2987;,;2987;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2988;,;2988;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2989;,;2989;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2990;,;2990;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2991;,;2991;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2992;,;2992;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2993;,;2993;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2994;,;2994;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2995;,;2995;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2996;,;2996;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2997;,;2997;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
2998;,;2998;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Anoitecer;"');"
2999;,;2999;,';Sol;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3000;,;3000;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
3001;,;3001;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3002;,;3002;,';Chuva;',';Crescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');"
3003;,;3003;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3004;,;3004;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3005;,;3005;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3006;,;3006;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3007;,;3007;,';Céu Claro;',';Decrescente;',';Dupla;',';Ponte;',';Pleno dia;"');"
3008;,;3008;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3009;,;3009;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3010;,;3010;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');"
3011;,;3011;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3012;,;3012;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3013;,;3013;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3014;,;3014;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3015;,;3015;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3016;,;3016;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
3017;,;3017;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Amanhecer;"');"
3018;,;3018;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3019;,;3019;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3020;,;3020;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3021;,;3021;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3022;,;3022;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
3023;,;3023;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3024;,;3024;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3025;,;3025;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3026;,;3026;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3027;,;3027;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
3028;,;3028;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3029;,;3029;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3030;,;3030;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
3031;,;3031;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');"
3032;,;3032;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3033;,;3033;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3034;,;3034;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3035;,;3035;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3036;,;3036;,';Chuva;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
3037;,;3037;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3038;,;3038;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');"
3039;,;3039;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3040;,;3040;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3041;,;3041;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3042;,;3042;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3043;,;3043;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Anoitecer;"');"
3044;,;3044;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3045;,;3045;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3046;,;3046;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
3047;,;3047;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3048;,;3048;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3049;,;3049;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Viaduto;',';Plena Noite;"');"
3050;,;3050;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');"
3051;,;3051;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3052;,;3052;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3053;,;3053;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Anoitecer;"');"
3054;,;3054;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3055;,;3055;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3056;,;3056;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3057;,;3057;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3058;,;3058;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3059;,;3059;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
3060;,;3060;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3061;,;3061;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3062;,;3062;,';Nublado;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
3063;,;3063;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
3064;,;3064;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
3065;,;3065;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3066;,;3066;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');"
3067;,;3067;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
3068;,;3068;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3069;,;3069;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
3070;,;3070;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3071;,;3071;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3072;,;3072;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
3073;,;3073;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Viaduto;',';Plena Noite;"');"
3074;,;3074;,';Céu Claro;',';Crescente;',';Dupla;',';Ponte;',';Plena Noite;"');"
3075;,;3075;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
3076;,;3076;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3077;,;3077;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3078;,;3078;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
3079;,;3079;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
3080;,;3080;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3081;,;3081;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3082;,;3082;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3083;,;3083;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3084;,;3084;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
3085;,;3085;,';Nublado;',';Decrescente;',';Dupla;',';Viaduto;',';Plena Noite;"');"
3086;,;3086;,';Nublado;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');"
3087;,;3087;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Amanhecer;"');"
3088;,;3088;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3089;,;3089;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
3090;,;3090;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
3091;,;3091;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3092;,;3092;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
3093;,;3093;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
3094;,;3094;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3095;,;3095;,';Sol;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
3096;,;3096;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
3097;,;3097;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Anoitecer;"');"
3098;,;3098;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
3099;,;3099;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
3100;,;3100;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
3101;,;3101;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
