id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;
2570;,;2570;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2571;,;2571;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
2572;,;2572;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
2573;,;2573;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
2574;,;2574;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');"
2575;,;2575;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
2576;,;2576;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2577;,;2577;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2578;,;2578;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2579;,;2579;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
2580;,;2580;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Anoitecer;"');"
2581;,;2581;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2582;,;2582;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
2583;,;2583;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2584;,;2584;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2585;,;2585;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2586;,;2586;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
2587;,;2587;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');"
2588;,;2588;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2589;,;2589;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
2590;,;2590;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');"
2591;,;2591;,';Nublado;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Anoitecer;"');"
2592;,;2592;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
2593;,;2593;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2594;,;2594;,';Chuva;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
2595;,;2595;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2596;,;2596;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
2597;,;2597;,';Sol;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
2598;,;2598;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2599;,;2599;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2600;,;2600;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2601;,;2601;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2602;,;2602;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2603;,;2603;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2604;,;2604;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
2605;,;2605;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2606;,;2606;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2607;,;2607;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2608;,;2608;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2609;,;2609;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2610;,;2610;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2611;,;2611;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2612;,;2612;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
2613;,;2613;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2614;,;2614;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2615;,;2615;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
2616;,;2616;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2617;,;2617;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2618;,;2618;,';Chuva;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
2619;,;2619;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2620;,;2620;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2621;,;2621;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2622;,;2622;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2623;,;2623;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2624;,;2624;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
2625;,;2625;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2626;,;2626;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2627;,;2627;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2628;,;2628;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2629;,;2629;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2630;,;2630;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2631;,;2631;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');"
2632;,;2632;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Interseção de vias;',';Plena Noite;"');"
2633;,;2633;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2634;,;2634;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
2635;,;2635;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
2636;,;2636;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
2637;,;2637;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2638;,;2638;,';Chuva;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
2639;,;2639;,';Chuva;',';Crescente;',';Múltipla;',';Viaduto;',';Pleno dia;"');"
2640;,;2640;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2641;,;2641;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2642;,;2642;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2643;,;2643;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2644;,;2644;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Rotatória;',';Anoitecer;"');"
2645;,;2645;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2646;,;2646;,';Chuva;',';Crescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');"
2647;,;2647;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2648;,;2648;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2649;,;2649;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
2650;,;2650;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2651;,;2651;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2652;,;2652;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2653;,;2653;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2654;,;2654;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2655;,;2655;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2656;,;2656;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2657;,;2657;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2658;,;2658;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2659;,;2659;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2660;,;2660;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2661;,;2661;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2662;,;2662;,';Nublado;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2663;,;2663;,';Chuva;',';Decrescente;',';Dupla;',';Viaduto;',';Pleno dia;"');"
2664;,;2664;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2665;,;2665;,';Céu Claro;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Pleno dia;"');"
2666;,;2666;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Amanhecer;"');"
2667;,;2667;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');"
2668;,;2668;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2669;,;2669;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2670;,;2670;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
2671;,;2671;,';Chuva;',';Decrescente;',';Múltipla;',';Rotatória;',';Pleno dia;"');"
2672;,;2672;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
2673;,;2673;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
2674;,;2674;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
2675;,;2675;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2676;,;2676;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2677;,;2677;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2678;,;2678;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2679;,;2679;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2680;,;2680;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2681;,;2681;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');"
2682;,;2682;,';Céu Claro;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Pleno dia;"');"
2683;,;2683;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
2684;,;2684;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2685;,;2685;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');"
2686;,;2686;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2687;,;2687;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2688;,;2688;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2689;,;2689;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');"
2690;,;2690;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2691;,;2691;,';Céu Claro;',';Crescente;',';Simples;',';Retorno Regulamentado;',';Plena Noite;"');"
2692;,;2692;,';Nublado;',';Crescente;',';Dupla;',';Interseção de vias;',';Anoitecer;"');"
2693;,;2693;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2694;,;2694;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2695;,;2695;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2696;,;2696;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2697;,;2697;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2698;,;2698;,';Chuva;',';Crescente;',';Simples;',';Retorno Regulamentado;',';Plena Noite;"');"
2699;,;2699;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2700;,;2700;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2701;,;2701;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Rotatória;',';Amanhecer;"');"
2702;,;2702;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
2703;,;2703;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2704;,;2704;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');"
2705;,;2705;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2706;,;2706;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2707;,;2707;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2708;,;2708;,';Sol;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
2709;,;2709;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2710;,;2710;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2711;,;2711;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
2712;,;2712;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2713;,;2713;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');"
2714;,;2714;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2715;,;2715;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2716;,;2716;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2717;,;2717;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2718;,;2718;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Curva;',';Amanhecer;"');"
2719;,;2719;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
2720;,;2720;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2721;,;2721;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');"
2722;,;2722;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2723;,;2723;,';Chuva;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
2724;,;2724;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
2725;,;2725;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2726;,;2726;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2727;,;2727;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2728;,;2728;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');"
2729;,;2729;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
2730;,;2730;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');"
2731;,;2731;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2732;,;2732;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
2733;,;2733;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2734;,;2734;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2735;,;2735;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2736;,;2736;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2737;,;2737;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
2738;,;2738;,';Sol;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2739;,;2739;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2740;,;2740;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2741;,;2741;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2742;,;2742;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2743;,;2743;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2744;,;2744;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Anoitecer;"');"
2745;,;2745;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
2746;,;2746;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2747;,;2747;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2748;,;2748;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2749;,;2749;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2750;,;2750;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
2751;,;2751;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2752;,;2752;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2753;,;2753;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
2754;,;2754;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2755;,;2755;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2756;,;2756;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2757;,;2757;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
2758;,;2758;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2759;,;2759;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2760;,;2760;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2761;,;2761;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2762;,;2762;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2763;,;2763;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
2764;,;2764;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
2765;,;2765;,';Nublado;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
2766;,;2766;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2767;,;2767;,';Chuva;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
2768;,;2768;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
2769;,;2769;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2770;,;2770;,';Chuva;',';Crescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
2771;,;2771;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2772;,;2772;,';Chuva;',';Crescente;',';Simples;',';Ponte;',';Plena Noite;"');"
2773;,;2773;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2774;,;2774;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Amanhecer;"');"
2775;,;2775;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2776;,;2776;,';Nublado;',';Decrescente;',';Simples;',';Desvio Temporário;',';Pleno dia;"');"
2777;,;2777;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2778;,;2778;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2779;,;2779;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
2780;,;2780;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
2781;,;2781;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2782;,;2782;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2783;,;2783;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2784;,;2784;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2785;,;2785;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2786;,;2786;,';Céu Claro;',';Decrescente;',';Múltipla;',';Viaduto;',';Anoitecer;"');"
2787;,;2787;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2788;,;2788;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2789;,;2789;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2790;,;2790;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2791;,;2791;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Plena Noite;"');"
2792;,;2792;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Amanhecer;"');"
2793;,;2793;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2794;,;2794;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2795;,;2795;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2796;,;2796;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2797;,;2797;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2798;,;2798;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2799;,;2799;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2800;,;2800;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2801;,;2801;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');"
2802;,;2802;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2803;,;2803;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2804;,;2804;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2805;,;2805;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2806;,;2806;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2807;,;2807;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
2808;,;2808;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2809;,;2809;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2810;,;2810;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Amanhecer;"');"
2811;,;2811;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');"
2812;,;2812;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2813;,;2813;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
2814;,;2814;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2815;,;2815;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2816;,;2816;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2817;,;2817;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2818;,;2818;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2819;,;2819;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2820;,;2820;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2821;,;2821;,';Ignorado;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');"
2822;,;2822;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
2823;,;2823;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2824;,;2824;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
2825;,;2825;,';Ignorado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2826;,;2826;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
2827;,;2827;,';Nevoeiro/Neblina;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2828;,;2828;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
2829;,;2829;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Amanhecer;"');"
2830;,;2830;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
2831;,;2831;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
2832;,;2832;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
2833;,;2833;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
2834;,;2834;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2835;,;2835;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2836;,;2836;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2837;,;2837;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2838;,;2838;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
2839;,;2839;,';Nublado;',';Decrescente;',';Simples;',';Retorno Regulamentado;',';Pleno dia;"');"
2840;,;2840;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2841;,;2841;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
2842;,;2842;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
2843;,;2843;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2844;,;2844;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
2845;,;2845;,';Ignorado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');"
2846;,;2846;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
