id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;;;;;
10766;,;10766;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10767;,;10767;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10768;,;10768;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10769;,;10769;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10770;,;10770;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10771;,;10771;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10772;,;10772;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
10773;,;10773;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10774;,;10774;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');";;;;
10775;,;10775;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
10776;,;10776;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10777;,;10777;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10778;,;10778;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10779;,;10779;,';Nevoeiro/Neblina;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10780;,;10780;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10781;,;10781;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10782;,;10782;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10783;,;10783;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10784;,;10784;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10785;,;10785;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10786;,;10786;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
10787;,;10787;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10788;,;10788;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10789;,;10789;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10790;,;10790;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10791;,;10791;,';Ignorado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10792;,;10792;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10793;,;10793;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10794;,;10794;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Pleno dia;"');";;;;
10795;,;10795;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10796;,;10796;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10797;,;10797;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10798;,;10798;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10799;,;10799;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Amanhecer;"');";;;;
10800;,;10800;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10801;,;10801;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10802;,;10802;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10803;,;10803;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10804;,;10804;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10805;,;10805;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10806;,;10806;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10807;,;10807;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10808;,;10808;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10809;,;10809;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10810;,;10810;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10811;,;10811;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10812;,;10812;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10813;,;10813;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10814;,;10814;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10815;,;10815;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10816;,;10816;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10817;,;10817;,';Sol;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');";;;;
10818;,;10818;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10819;,;10819;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10820;,;10820;,';Garoa/Chuvisco;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10821;,;10821;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10822;,;10822;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10823;,;10823;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10824;,;10824;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10825;,;10825;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10826;,;10826;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10827;,;10827;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10828;,;10828;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10829;,;10829;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10830;,;10830;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10831;,;10831;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10832;,;10832;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10833;,;10833;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10834;,;10834;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Anoitecer;"');";;;;
10835;,;10835;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10836;,;10836;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10837;,;10837;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10838;,;10838;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10839;,;10839;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10840;,;10840;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10841;,;10841;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10842;,;10842;,';Garoa/Chuvisco;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10843;,;10843;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10844;,;10844;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10845;,;10845;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10846;,;10846;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10847;,;10847;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10848;,;10848;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10849;,;10849;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10850;,;10850;,';Ignorado;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10851;,;10851;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10852;,;10852;,';Garoa/Chuvisco;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10853;,;10853;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10854;,;10854;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
10855;,;10855;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10856;,;10856;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Anoitecer;"');";;;;
10857;,;10857;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10858;,;10858;,';Garoa/Chuvisco;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10859;,;10859;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10860;,;10860;,';Nublado;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10861;,;10861;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10862;,;10862;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10863;,;10863;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10864;,;10864;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10865;,;10865;,';Ignorado;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10866;,;10866;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10867;,;10867;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10868;,;10868;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10869;,;10869;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10870;,;10870;,';Ignorado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10871;,;10871;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10872;,;10872;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
10873;,;10873;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10874;,;10874;,';Chuva;',';Decrescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
10875;,;10875;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10876;,;10876;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10877;,;10877;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10878;,;10878;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10879;,;10879;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10880;,;10880;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
10881;,;10881;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10882;,;10882;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10883;,;10883;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10884;,;10884;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10885;,;10885;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10886;,;10886;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10887;,;10887;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10888;,;10888;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10889;,;10889;,';Nublado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10890;,;10890;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10891;,;10891;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
10892;,;10892;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10893;,;10893;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Amanhecer;"');";;;;
10894;,;10894;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10895;,;10895;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Amanhecer;"');";;;;
10896;,;10896;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10897;,;10897;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10898;,;10898;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10899;,;10899;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10900;,;10900;,';Nublado;',';Decrescente;',';Simples;',';Túnel;',';Pleno dia;"');";;;;
10901;,;10901;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10902;,;10902;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10903;,;10903;,';Sol;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10904;,;10904;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10905;,;10905;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
10906;,;10906;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10907;,;10907;,';Sol;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');";;;;
10908;,;10908;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10909;,;10909;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10910;,;10910;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');";;;;
10911;,;10911;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Anoitecer;"');";;;;
10912;,;10912;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Anoitecer;"');";;;;
10913;,;10913;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
10914;,;10914;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10915;,;10915;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10916;,;10916;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10917;,;10917;,';Nublado;',';Decrescente;',';Simples;',';Viaduto;',';Plena Noite;"');";;;;
10918;,;10918;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10919;,;10919;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10920;,;10920;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10921;,;10921;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10922;,;10922;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10923;,;10923;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10924;,;10924;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10925;,;10925;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
10926;,;10926;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10927;,;10927;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10928;,;10928;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10929;,;10929;,';Sol;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10930;,;10930;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10931;,;10931;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');";;;;
10932;,;10932;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10933;,;10933;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10934;,;10934;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10935;,;10935;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10936;,;10936;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10937;,;10937;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10938;,;10938;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10939;,;10939;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10940;,;10940;,';Céu Claro;',';Decrescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
10941;,;10941;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10942;,;10942;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10943;,;10943;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
10944;,;10944;,';Nublado;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
10945;,;10945;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10946;,;10946;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10947;,;10947;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10948;,;10948;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10949;,;10949;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10950;,;10950;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10951;,;10951;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10952;,;10952;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10953;,;10953;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
10954;,;10954;,';Ignorado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10955;,;10955;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
10956;,;10956;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10957;,;10957;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10958;,;10958;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10959;,;10959;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10960;,;10960;,';Nublado;',';Crescente;',';Dupla;',';Interseção de vias;',';Plena Noite;"');";;;;
10961;,;10961;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10962;,;10962;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Amanhecer;"');";;;;
10963;,;10963;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10964;,;10964;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10965;,;10965;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10966;,;10966;,';Nublado;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
10967;,;10967;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10968;,;10968;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10969;,;10969;,';Sol;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10970;,;10970;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10971;,;10971;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10972;,;10972;,';Nublado;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');";;;;
10973;,;10973;,';Nublado;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
10974;,;10974;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10975;,;10975;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10976;,;10976;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10977;,;10977;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10978;,;10978;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10979;,;10979;,';Nublado;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10980;,;10980;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10981;,;10981;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Pleno dia;"');";;;;
10982;,;10982;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10983;,;10983;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10984;,;10984;,';Nublado;',';Crescente;',';Múltipla;',';Curva;',';Plena Noite;"');";;;;
10985;,;10985;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10986;,;10986;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10987;,;10987;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
10988;,;10988;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10989;,;10989;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
10990;,;10990;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10991;,;10991;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10992;,;10992;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10993;,;10993;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10994;,;10994;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10995;,;10995;,';Ignorado;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
10996;,;10996;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10997;,;10997;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10998;,;10998;,';Nublado;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
10999;,;10999;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
