id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;;;;;
10504;,;10504;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10505;,;10505;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10506;,;10506;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10507;,;10507;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10508;,;10508;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10509;,;10509;,';Chuva;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10510;,;10510;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10511;,;10511;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10512;,;10512;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10513;,;10513;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
10514;,;10514;,';Céu Claro;',';Decrescente;',';Simples;',';Viaduto;',';Pleno dia;"');";;;;
10515;,;10515;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10516;,;10516;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10517;,;10517;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10518;,;10518;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10519;,;10519;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10520;,;10520;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10521;,;10521;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10522;,;10522;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10523;,;10523;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10524;,;10524;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10525;,;10525;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10526;,;10526;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10527;,;10527;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10528;,;10528;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10529;,;10529;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10530;,;10530;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10531;,;10531;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10532;,;10532;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10533;,;10533;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10534;,;10534;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
10535;,;10535;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10536;,;10536;,';Céu Claro;',';Decrescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
10537;,;10537;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10538;,;10538;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Pleno dia;"');";;;;
10539;,;10539;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10540;,;10540;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10541;,;10541;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10542;,;10542;,';Sol;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10543;,;10543;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10544;,;10544;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10545;,;10545;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10546;,;10546;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10547;,;10547;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10548;,;10548;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10549;,;10549;,';Céu Claro;',';Crescente;',';Simples;',';Retorno Regulamentado;',';Anoitecer;"');";;;;
10550;,;10550;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10551;,;10551;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10552;,;10552;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10553;,;10553;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10554;,;10554;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Anoitecer;"');";;;;
10555;,;10555;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10556;,;10556;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10557;,;10557;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10558;,;10558;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Anoitecer;"');";;;;
10559;,;10559;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10560;,;10560;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
10561;,;10561;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10562;,;10562;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10563;,;10563;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10564;,;10564;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10565;,;10565;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10566;,;10566;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10567;,;10567;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10568;,;10568;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10569;,;10569;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
10570;,;10570;,';Ignorado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10571;,;10571;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10572;,;10572;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10573;,;10573;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10574;,;10574;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10575;,;10575;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10576;,;10576;,';Céu Claro;',';Crescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');";;;;
10577;,;10577;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Anoitecer;"');";;;;
10578;,;10578;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10579;,;10579;,';Sol;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10580;,;10580;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10581;,;10581;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10582;,;10582;,';Sol;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10583;,;10583;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
10584;,;10584;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10585;,;10585;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10586;,;10586;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10587;,;10587;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10588;,;10588;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10589;,;10589;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10590;,;10590;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10591;,;10591;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10592;,;10592;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10593;,;10593;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10594;,;10594;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10595;,;10595;,';Chuva;',';Decrescente;',';Dupla;',';Rotatória;',';Plena Noite;"');";;;;
10596;,;10596;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10597;,;10597;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10598;,;10598;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10599;,;10599;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Anoitecer;"');";;;;
10600;,;10600;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10601;,;10601;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10602;,;10602;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
10603;,;10603;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10604;,;10604;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10605;,;10605;,';Céu Claro;',';Crescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');";;;;
10606;,;10606;,';Ignorado;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10607;,;10607;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
10608;,;10608;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
10609;,;10609;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10610;,;10610;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10611;,;10611;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10612;,;10612;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Curva;',';Amanhecer;"');";;;;
10613;,;10613;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10614;,;10614;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10615;,;10615;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10616;,;10616;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10617;,;10617;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10618;,;10618;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10619;,;10619;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10620;,;10620;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10621;,;10621;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10622;,;10622;,';Sol;',';Decrescente;',';Dupla;',';Rotatória;',';Pleno dia;"');";;;;
10623;,;10623;,';Sol;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10624;,;10624;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10625;,;10625;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10626;,;10626;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10627;,;10627;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10628;,;10628;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10629;,;10629;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10630;,;10630;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10631;,;10631;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10632;,;10632;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10633;,;10633;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10634;,;10634;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10635;,;10635;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10636;,;10636;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10637;,;10637;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10638;,;10638;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10639;,;10639;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10640;,;10640;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10641;,;10641;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10642;,;10642;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10643;,;10643;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
10644;,;10644;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10645;,;10645;,';Céu Claro;',';Crescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');";;;;
10646;,;10646;,';Céu Claro;',';Decrescente;',';Múltipla;',';Curva;',';Plena Noite;"');";;;;
10647;,;10647;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
10648;,;10648;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10649;,;10649;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10650;,;10650;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10651;,;10651;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10652;,;10652;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10653;,;10653;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10654;,;10654;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10655;,;10655;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Amanhecer;"');";;;;
10656;,;10656;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10657;,;10657;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10658;,;10658;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10659;,;10659;,';Sol;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10660;,;10660;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10661;,;10661;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10662;,;10662;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10663;,;10663;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10664;,;10664;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10665;,;10665;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10666;,;10666;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
10667;,;10667;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10668;,;10668;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10669;,;10669;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10670;,;10670;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10671;,;10671;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10672;,;10672;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');";;;;
10673;,;10673;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10674;,;10674;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10675;,;10675;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10676;,;10676;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');";;;;
10677;,;10677;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10678;,;10678;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10679;,;10679;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10680;,;10680;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10681;,;10681;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10682;,;10682;,';Nublado;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');";;;;
10683;,;10683;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10684;,;10684;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10685;,;10685;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10686;,;10686;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10687;,;10687;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10688;,;10688;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10689;,;10689;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10690;,;10690;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10691;,;10691;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10692;,;10692;,';Nublado;',';Crescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
10693;,;10693;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10694;,;10694;,';Céu Claro;',';Decrescente;',';Dupla;',';Túnel;',';Plena Noite;"');";;;;
10695;,;10695;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10696;,;10696;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10697;,;10697;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
10698;,;10698;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10699;,;10699;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10700;,;10700;,';Céu Claro;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Amanhecer;"');";;;;
10701;,;10701;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
10702;,;10702;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
10703;,;10703;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
10704;,;10704;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
10705;,;10705;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10706;,;10706;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10707;,;10707;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10708;,;10708;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10709;,;10709;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10710;,;10710;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10711;,;10711;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10712;,;10712;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10713;,;10713;,';Sol;',';Crescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
10714;,;10714;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10715;,;10715;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10716;,;10716;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10717;,;10717;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10718;,;10718;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10719;,;10719;,';Céu Claro;',';Decrescente;',';Dupla;',';Rotatória;',';Pleno dia;"');";;;;
10720;,;10720;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Pleno dia;"');";;;;
10721;,;10721;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10722;,;10722;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10723;,;10723;,';Nublado;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
10724;,;10724;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10725;,;10725;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Anoitecer;"');";;;;
10726;,;10726;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10727;,;10727;,';Sol;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10728;,;10728;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10729;,;10729;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
10730;,;10730;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10731;,;10731;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');";;;;
10732;,;10732;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10733;,;10733;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10734;,;10734;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10735;,;10735;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10736;,;10736;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10737;,;10737;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10738;,;10738;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10739;,;10739;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10740;,;10740;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10741;,;10741;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
10742;,;10742;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10743;,;10743;,';Céu Claro;',';Crescente;',';Múltipla;',';Curva;',';Plena Noite;"');";;;;
10744;,;10744;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10745;,;10745;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10746;,;10746;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10747;,;10747;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
10748;,;10748;,';Nublado;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
10749;,;10749;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
10750;,;10750;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10751;,;10751;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
10752;,;10752;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10753;,;10753;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10754;,;10754;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10755;,;10755;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10756;,;10756;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Amanhecer;"');";;;;
10757;,;10757;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10758;,;10758;,';Sol;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
10759;,;10759;,';Sol;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
10760;,;10760;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
10761;,;10761;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
10762;,;10762;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
10763;,;10763;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
10764;,;10764;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
10765;,;10765;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
